               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,             0.02704,           0.0089584,           0.0026671,             0.96587,              0.9475,             0.99063,             0.77374,            0.023402,           0.0044072,           0.0028953,           0.0074425,           0.0074425,           0.0074425
                 157,            0.027271,           0.0095784,           0.0034695,             0.99064,             0.90536,             0.98722,             0.75998,            0.025201,           0.0044065,           0.0029344,            0.007426,            0.007426,            0.007426
                 158,            0.026155,            0.009005,           0.0032527,             0.99144,             0.91307,             0.97755,             0.73507,            0.025551,           0.0044973,           0.0036977,           0.0074095,           0.0074095,           0.0074095
                 159,            0.025355,           0.0096021,           0.0031332,             0.96627,             0.98723,             0.99267,             0.69986,            0.025106,           0.0044494,            0.002034,            0.007393,            0.007393,            0.007393
                 160,            0.025938,           0.0099709,           0.0041935,             0.92869,             0.98928,             0.99063,             0.68576,            0.025347,           0.0045633,           0.0019799,           0.0073765,           0.0073765,           0.0073765
                 161,            0.024505,           0.0098181,           0.0042975,             0.93678,             0.99498,             0.98813,             0.73271,            0.023757,           0.0044389,           0.0023618,             0.00736,             0.00736,             0.00736
                 162,            0.026098,           0.0089756,           0.0042554,             0.94932,             0.99348,             0.99125,             0.72755,            0.024368,           0.0044508,           0.0030776,           0.0073435,           0.0073435,           0.0073435
                 163,            0.025442,           0.0091508,           0.0041667,             0.95113,             0.93228,             0.97891,             0.79154,            0.022378,            0.004302,           0.0035479,            0.007327,            0.007327,            0.007327
                 164,            0.026167,           0.0088347,           0.0036582,             0.95064,             0.89585,             0.96948,             0.70886,            0.024762,           0.0043476,            0.004947,           0.0073105,           0.0073105,           0.0073105
                 165,            0.027179,           0.0097299,            0.003914,                   1,                0.93,             0.98094,             0.71608,            0.024183,           0.0043311,           0.0045691,            0.007294,            0.007294,            0.007294
                 166,            0.026929,            0.009343,           0.0038199,             0.99535,             0.91873,             0.98536,             0.74211,            0.023952,           0.0043433,           0.0055961,           0.0072775,           0.0072775,           0.0072775
                 167,            0.025335,            0.008986,           0.0030947,              0.9772,             0.95652,             0.99267,             0.74912,             0.02507,           0.0043945,           0.0038565,            0.007261,            0.007261,            0.007261
                 168,            0.025742,           0.0096841,           0.0036212,             0.99042,             0.91883,             0.96821,             0.74196,            0.023022,           0.0044765,           0.0044229,           0.0072445,           0.0072445,           0.0072445
                 169,            0.024725,           0.0092551,           0.0035144,             0.99477,             0.89815,             0.96615,             0.71951,            0.024776,           0.0047872,           0.0082539,            0.007228,            0.007228,            0.007228
                 170,            0.024774,           0.0085243,           0.0030301,             0.99356,             0.91354,             0.96477,             0.78607,            0.021561,           0.0045698,           0.0053342,           0.0072115,           0.0072115,           0.0072115
                 171,            0.022353,           0.0089363,           0.0032399,             0.97952,             0.91293,             0.96697,             0.73277,            0.021549,           0.0045395,           0.0050928,            0.007195,            0.007195,            0.007195
                 172,             0.02576,           0.0091908,            0.003531,             0.99349,             0.93525,             0.96904,             0.79358,             0.02077,           0.0043771,           0.0024181,           0.0071785,           0.0071785,           0.0071785
                 173,            0.024528,           0.0089915,           0.0034846,             0.98893,             0.91329,             0.97474,             0.78065,              0.0228,           0.0043993,           0.0035853,            0.007162,            0.007162,            0.007162
                 174,            0.024428,           0.0092039,           0.0034087,             0.99261,             0.91246,             0.97758,             0.72901,            0.022676,            0.004468,           0.0040366,           0.0071455,           0.0071455,           0.0071455
                 175,            0.025104,           0.0093873,           0.0035638,             0.99337,             0.91181,             0.98075,             0.76226,             0.02493,           0.0044763,           0.0038456,            0.007129,            0.007129,            0.007129
                 176,              0.0241,           0.0085354,           0.0031891,              0.9983,             0.94851,             0.97885,             0.74406,              0.0232,           0.0043802,           0.0042012,           0.0071125,           0.0071125,           0.0071125
                 177,            0.026324,           0.0097611,           0.0041228,             0.98577,             0.91252,             0.96241,             0.71893,            0.024217,           0.0045104,           0.0053404,            0.007096,            0.007096,            0.007096
                 178,            0.023318,           0.0093936,           0.0028558,             0.99436,             0.91883,              0.9649,             0.74431,            0.023021,           0.0045466,           0.0044732,           0.0070795,           0.0070795,           0.0070795
                 179,            0.023351,           0.0092747,           0.0033582,             0.98892,             0.91155,             0.96786,             0.72149,            0.024025,            0.004508,           0.0048917,            0.007063,            0.007063,            0.007063
                 180,            0.025197,           0.0092183,           0.0038842,             0.99112,             0.91234,             0.97349,             0.78109,            0.021967,           0.0043764,           0.0048452,           0.0070465,           0.0070465,           0.0070465
                 181,             0.02432,           0.0085049,           0.0033614,             0.99522,             0.91883,             0.98574,             0.70849,            0.024081,           0.0043483,            0.003432,             0.00703,             0.00703,             0.00703
                 182,            0.025828,           0.0091235,           0.0029434,              0.9921,             0.91883,             0.98574,             0.74783,            0.022651,           0.0042822,           0.0054546,           0.0070135,           0.0070135,           0.0070135
                 183,            0.025241,           0.0095999,           0.0028939,             0.99196,             0.91565,             0.98507,             0.79158,            0.020724,           0.0041337,           0.0045347,            0.006997,            0.006997,            0.006997
                 184,            0.025683,           0.0090927,           0.0030455,             0.98838,             0.91883,             0.98507,             0.78216,            0.021479,           0.0041513,           0.0038571,           0.0069805,           0.0069805,           0.0069805
                 185,            0.025441,            0.009044,           0.0039034,             0.93206,              0.9575,             0.98688,             0.75973,            0.022032,           0.0041432,           0.0053087,            0.006964,            0.006964,            0.006964
                 186,            0.023446,           0.0086082,           0.0035903,              0.9843,             0.88872,             0.97758,             0.71702,            0.022661,           0.0042219,           0.0073147,           0.0069475,           0.0069475,           0.0069475
                 187,            0.023432,            0.008597,           0.0034517,             0.99365,             0.92874,             0.98882,             0.76925,            0.021698,           0.0042152,           0.0029076,            0.006931,            0.006931,            0.006931
                 188,            0.022564,            0.009039,           0.0029773,             0.96718,             0.95792,             0.99063,             0.75149,            0.021797,           0.0041392,           0.0018575,           0.0069145,           0.0069145,           0.0069145
                 189,             0.02097,           0.0080496,           0.0027994,             0.96825,             0.95773,             0.99063,             0.79167,            0.020987,           0.0041924,            0.001972,            0.006898,            0.006898,            0.006898
                 190,            0.024805,           0.0090392,            0.003126,             0.98641,             0.91414,             0.98892,             0.73259,            0.021801,           0.0041795,            0.003674,           0.0068815,           0.0068815,           0.0068815
                 191,            0.022998,            0.008552,           0.0034241,             0.90179,             0.91883,             0.96566,             0.78272,            0.020254,           0.0041203,            0.007994,            0.006865,            0.006865,            0.006865
                 192,            0.023582,           0.0090254,           0.0032519,             0.94362,             0.91883,             0.97349,              0.7824,            0.020188,           0.0041749,           0.0054116,           0.0068485,           0.0068485,           0.0068485
                 193,            0.025364,           0.0086237,           0.0031478,                   1,             0.89005,             0.97173,             0.78414,            0.019978,            0.004374,           0.0055729,            0.006832,            0.006832,            0.006832
                 194,            0.024164,           0.0089522,           0.0030497,             0.99669,             0.91384,             0.98892,             0.78255,             0.02029,            0.004235,           0.0042684,           0.0068155,           0.0068155,           0.0068155
                 195,            0.024752,           0.0083403,           0.0035053,             0.95227,             0.87964,             0.97154,             0.76278,            0.020936,           0.0041289,            0.012121,            0.006799,            0.006799,            0.006799
                 196,            0.023805,           0.0084752,            0.002954,             0.99919,             0.93914,             0.98094,             0.76392,             0.02119,           0.0041757,           0.0031798,           0.0067825,           0.0067825,           0.0067825
                 197,            0.022759,           0.0096779,            0.003917,                   1,              0.9389,             0.98094,             0.78423,            0.021292,           0.0041742,           0.0029737,            0.006766,            0.006766,            0.006766
                 198,            0.021378,            0.008195,           0.0026469,             0.93677,             0.88019,             0.97932,             0.73259,            0.022823,            0.004199,           0.0094551,           0.0067495,           0.0067495,           0.0067495
                 199,             0.02391,           0.0089345,           0.0037453,             0.97619,             0.95748,             0.99267,             0.77338,            0.020596,            0.004128,           0.0035143,            0.006733,            0.006733,            0.006733
                 200,            0.023473,           0.0088145,           0.0028093,             0.98606,             0.96429,             0.98722,             0.68551,            0.024115,           0.0043395,           0.0044492,           0.0067165,           0.0067165,           0.0067165
                 201,            0.024708,           0.0088382,           0.0036348,             0.98804,             0.96176,             0.98579,             0.71664,            0.022865,           0.0043659,           0.0054782,              0.0067,              0.0067,              0.0067
                 202,            0.025911,           0.0089142,           0.0026702,             0.98338,             0.96203,             0.98722,              0.7485,            0.021833,           0.0041628,           0.0039723,           0.0066835,           0.0066835,           0.0066835
                 203,             0.02365,           0.0094809,           0.0031272,             0.96882,             0.95921,             0.99267,             0.78516,            0.020063,            0.004142,           0.0027311,            0.006667,            0.006667,            0.006667
                 204,            0.022394,           0.0078748,           0.0041298,             0.99492,             0.93325,             0.98808,             0.77983,            0.019152,           0.0040655,           0.0036395,           0.0066505,           0.0066505,           0.0066505
                 205,            0.020318,           0.0084065,           0.0033217,             0.99473,             0.92911,               0.983,             0.78528,            0.019792,           0.0041237,           0.0031424,            0.006634,            0.006634,            0.006634
                 206,            0.020498,           0.0074955,           0.0040473,             0.94645,             0.98329,             0.99125,             0.75334,            0.020008,           0.0041454,           0.0033615,           0.0066175,           0.0066175,           0.0066175
                 207,            0.020946,           0.0087055,           0.0026927,             0.99687,             0.96136,             0.99063,             0.77492,            0.021271,           0.0041482,           0.0031791,            0.006601,            0.006601,            0.006601
                 208,            0.022794,            0.009166,           0.0032136,             0.99224,             0.97052,               0.995,             0.73152,            0.022364,            0.004226,           0.0031664,           0.0065845,           0.0065845,           0.0065845
                 209,            0.023335,             0.00835,           0.0033246,             0.95055,             0.97485,             0.99125,             0.77457,            0.020806,           0.0040669,           0.0035726,            0.006568,            0.006568,            0.006568
                 210,             0.02425,           0.0087528,           0.0029553,             0.94983,             0.98235,             0.99125,             0.78075,            0.020222,           0.0040913,           0.0037388,           0.0065515,           0.0065515,           0.0065515
                 211,            0.023791,           0.0094536,           0.0039012,             0.94628,             0.92471,             0.98127,             0.77472,            0.020742,           0.0041306,           0.0045676,            0.006535,            0.006535,            0.006535
                 212,            0.022671,           0.0090854,           0.0029379,              0.9508,             0.94072,             0.98399,             0.73506,            0.022312,           0.0041671,           0.0043846,           0.0065185,           0.0065185,           0.0065185
                 213,            0.021286,            0.008426,           0.0022998,             0.95793,             0.99471,              0.9875,             0.75177,            0.021187,            0.004086,           0.0043244,            0.006502,            0.006502,            0.006502
                 214,            0.020902,           0.0082222,           0.0031237,             0.94334,             0.99368,             0.99125,              0.7816,            0.020262,           0.0041096,           0.0035588,           0.0064855,           0.0064855,           0.0064855
                 215,            0.021462,           0.0080385,           0.0025424,               0.993,             0.92296,             0.98808,             0.78581,            0.020299,           0.0040407,           0.0024802,            0.006469,            0.006469,            0.006469
                 216,            0.022241,           0.0088323,           0.0026589,             0.98345,             0.95873,             0.99267,             0.78864,            0.020063,           0.0039828,           0.0037086,           0.0064525,           0.0064525,           0.0064525
                 217,            0.023012,           0.0080494,           0.0039721,             0.95096,             0.96429,             0.98688,             0.75047,            0.022897,           0.0041597,           0.0055243,            0.006436,            0.006436,            0.006436
                 218,            0.023075,           0.0079826,           0.0024714,                   1,             0.95679,             0.99267,              0.8214,            0.020616,           0.0039997,           0.0046759,           0.0064195,           0.0064195,           0.0064195
                 219,            0.023544,           0.0078882,           0.0032227,             0.95169,             0.99069,             0.99125,             0.80095,            0.019616,           0.0039918,           0.0037347,            0.006403,            0.006403,            0.006403
                 220,            0.023127,            0.008489,           0.0023174,             0.99447,             0.92627,             0.98808,             0.79348,             0.01957,           0.0040572,           0.0029617,           0.0063865,           0.0063865,           0.0063865
                 221,             0.02231,           0.0085706,           0.0032248,             0.98335,             0.95843,             0.99063,             0.80597,            0.018606,           0.0041034,           0.0033337,             0.00637,             0.00637,             0.00637
                 222,            0.021321,           0.0082971,           0.0025286,             0.99341,             0.96429,             0.98882,             0.82556,            0.018588,            0.004097,           0.0038609,           0.0063535,           0.0063535,           0.0063535
                 223,             0.02353,           0.0090684,           0.0038702,             0.98104,             0.96429,             0.99267,             0.78102,            0.020217,           0.0040407,            0.002596,            0.006337,            0.006337,            0.006337
                 224,            0.022051,           0.0084037,           0.0029168,             0.99686,             0.99792,               0.995,             0.70579,            0.021943,           0.0040512,           0.0020889,           0.0063205,           0.0063205,           0.0063205
                 225,            0.021547,           0.0080758,           0.0032548,             0.99116,             0.99145,               0.995,              0.7664,            0.021501,           0.0041578,           0.0026465,            0.006304,            0.006304,            0.006304
                 226,            0.021693,           0.0083714,           0.0024509,             0.99841,             0.99782,               0.995,             0.77794,            0.019242,           0.0039864,           0.0022561,           0.0062875,           0.0062875,           0.0062875
                 227,            0.023598,           0.0085796,           0.0035141,             0.99583,             0.91585,             0.98892,             0.78785,             0.01998,           0.0039885,           0.0053331,            0.006271,            0.006271,            0.006271
                 228,             0.02077,            0.008583,           0.0025185,                   1,             0.96859,               0.995,             0.80614,            0.019858,            0.004055,           0.0043095,           0.0062545,           0.0062545,           0.0062545
                 229,            0.023052,            0.007576,            0.003477,             0.99898,              0.9809,               0.995,              0.7665,            0.021214,           0.0041766,           0.0034948,            0.006238,            0.006238,            0.006238
                 230,            0.022551,           0.0083038,           0.0028872,             0.99503,             0.98324,               0.995,             0.76245,            0.020557,            0.004168,           0.0028813,           0.0062215,           0.0062215,           0.0062215
                 231,            0.021884,           0.0088602,           0.0033239,             0.99446,             0.99202,               0.995,             0.75851,             0.01936,           0.0040104,           0.0021127,            0.006205,            0.006205,            0.006205
                 232,            0.020582,           0.0079283,           0.0031397,             0.99755,             0.99873,               0.995,             0.73978,            0.020417,            0.003999,           0.0022581,           0.0061885,           0.0061885,           0.0061885
                 233,            0.021021,            0.008473,           0.0031279,             0.95214,             0.99209,             0.99125,             0.72817,            0.022412,           0.0040784,           0.0046289,            0.006172,            0.006172,            0.006172
                 234,            0.020971,           0.0079019,           0.0030176,             0.95276,             0.97921,             0.99125,             0.75859,            0.018808,           0.0039377,           0.0047206,           0.0061555,           0.0061555,           0.0061555
                 235,            0.020302,           0.0080906,           0.0031863,             0.99478,             0.98669,               0.995,             0.75014,            0.020263,           0.0039797,           0.0026133,            0.006139,            0.006139,            0.006139
                 236,            0.020654,           0.0080777,           0.0033954,             0.99563,              0.9834,               0.995,             0.77828,            0.019111,           0.0039873,           0.0022182,           0.0061225,           0.0061225,           0.0061225
                 237,            0.022321,           0.0083484,            0.003028,             0.99488,             0.97512,               0.995,             0.77913,            0.019596,           0.0040579,           0.0021965,            0.006106,            0.006106,            0.006106
                 238,            0.023546,           0.0090644,           0.0031184,             0.99293,             0.96219,             0.99267,             0.76515,            0.019962,           0.0041351,           0.0033997,           0.0060895,           0.0060895,           0.0060895
                 239,            0.020813,           0.0084496,           0.0026802,             0.98521,              0.9125,             0.96375,             0.75437,            0.020927,           0.0040927,           0.0047549,            0.006073,            0.006073,            0.006073
                 240,            0.021261,           0.0083109,           0.0023236,             0.99391,             0.92098,               0.961,             0.75373,            0.021978,           0.0041089,           0.0044126,           0.0060565,           0.0060565,           0.0060565
                 241,            0.019771,           0.0085685,            0.002619,              0.9944,             0.92712,             0.96237,             0.78396,            0.020632,           0.0040314,           0.0024845,             0.00604,             0.00604,             0.00604
                 242,            0.020241,           0.0077492,           0.0030111,                   1,             0.99315,               0.995,             0.80569,            0.021384,           0.0040915,           0.0023901,           0.0060235,           0.0060235,           0.0060235
                 243,             0.02112,           0.0076011,           0.0034603,                   1,              0.9803,               0.995,             0.74578,            0.022296,           0.0041323,           0.0023956,            0.006007,            0.006007,            0.006007
                 244,            0.020387,           0.0080146,           0.0023069,                   1,             0.97347,               0.995,             0.81811,            0.019202,           0.0040545,           0.0026287,           0.0059905,           0.0059905,           0.0059905
                 245,            0.022503,           0.0075138,           0.0020764,             0.99771,             0.98274,               0.995,             0.78429,            0.020747,           0.0040896,           0.0022832,            0.005974,            0.005974,            0.005974
                 246,            0.021292,           0.0089149,           0.0026997,                   1,             0.97766,               0.995,             0.76131,            0.020679,           0.0040417,           0.0026039,           0.0059575,           0.0059575,           0.0059575
                 247,            0.022804,           0.0082122,           0.0028222,             0.99571,             0.91883,             0.98892,             0.75938,            0.020495,           0.0039954,           0.0028507,            0.005941,            0.005941,            0.005941
                 248,            0.020917,           0.0082747,           0.0027026,             0.94538,                   1,             0.99125,             0.76018,            0.020639,            0.003979,           0.0020026,           0.0059245,           0.0059245,           0.0059245
                 249,              0.0211,           0.0076372,           0.0027387,             0.99363,             0.94698,             0.99125,             0.75098,             0.02161,           0.0040073,           0.0013304,            0.005908,            0.005908,            0.005908
                 250,            0.022096,           0.0075101,           0.0022817,             0.99513,             0.95005,             0.98536,             0.78439,            0.019747,           0.0039613,          0.00094023,           0.0058915,           0.0058915,           0.0058915
                 251,            0.020474,           0.0086634,           0.0029799,             0.99642,             0.95455,             0.99125,             0.76934,            0.021008,           0.0041046,            0.001046,            0.005875,            0.005875,            0.005875
                 252,            0.021093,           0.0087006,           0.0036638,             0.98527,             0.95173,             0.96833,             0.77944,            0.020397,           0.0040843,           0.0021534,           0.0058585,           0.0058585,           0.0058585
                 253,            0.019247,           0.0080844,           0.0018446,              0.9932,             0.92412,             0.97152,             0.78444,             0.02012,           0.0040576,            0.002341,            0.005842,            0.005842,            0.005842
                 254,             0.02058,           0.0081039,            0.003012,             0.99426,             0.92918,             0.97063,             0.78072,            0.018626,           0.0039444,           0.0021869,           0.0058255,           0.0058255,           0.0058255
                 255,            0.020103,           0.0087902,           0.0028688,             0.95774,             0.99027,             0.99125,             0.79758,            0.018747,           0.0038788,           0.0029785,            0.005809,            0.005809,            0.005809
                 256,            0.023391,           0.0081393,           0.0036404,             0.95507,             0.99344,             0.99125,             0.77018,             0.01991,           0.0037997,           0.0036987,           0.0057925,           0.0057925,           0.0057925
                 257,            0.021929,           0.0084443,            0.002724,             0.95786,             0.98793,              0.9875,             0.77901,            0.018963,           0.0038342,            0.004135,            0.005776,            0.005776,            0.005776
                 258,             0.02127,           0.0084934,           0.0027295,                   1,             0.91954,             0.98808,             0.77069,            0.019739,           0.0039034,           0.0047369,           0.0057595,           0.0057595,           0.0057595
                 259,            0.019262,           0.0082346,           0.0025214,             0.99191,             0.91852,             0.98536,             0.75149,            0.019933,           0.0039115,           0.0052986,            0.005743,            0.005743,            0.005743
                 260,            0.019414,           0.0084863,           0.0035811,              0.9932,             0.99274,               0.995,             0.75446,            0.021711,           0.0040483,           0.0037869,           0.0057265,           0.0057265,           0.0057265
                 261,            0.019217,           0.0077636,           0.0020098,             0.97889,                   1,               0.995,             0.79583,            0.018594,           0.0039997,           0.0040183,             0.00571,             0.00571,             0.00571
                 262,            0.019696,           0.0083186,           0.0026409,             0.99455,             0.94981,               0.995,             0.76174,            0.021624,           0.0041571,           0.0049113,           0.0056935,           0.0056935,           0.0056935
                 263,            0.020496,           0.0072959,           0.0028254,             0.99654,             0.95366,               0.995,             0.81477,            0.017906,           0.0039527,           0.0056787,            0.005677,            0.005677,            0.005677
                 264,            0.020758,             0.00792,            0.002752,             0.99389,              0.9035,             0.98808,             0.81994,            0.017579,           0.0038781,           0.0056802,           0.0056605,           0.0056605,           0.0056605
                 265,            0.020746,           0.0083624,           0.0030446,              0.9783,             0.95846,             0.99063,             0.81303,            0.017582,           0.0038524,            0.004544,            0.005644,            0.005644,            0.005644
                 266,             0.01959,           0.0084776,           0.0016938,             0.98061,              0.9572,             0.98882,             0.79709,            0.018924,           0.0039454,           0.0037043,           0.0056275,           0.0056275,           0.0056275
                 267,            0.019867,           0.0074311,           0.0026525,             0.98443,             0.95977,             0.98722,             0.78363,            0.019614,           0.0039563,           0.0030635,            0.005611,            0.005611,            0.005611
                 268,            0.018521,           0.0073162,           0.0024816,             0.98412,             0.96051,             0.99063,             0.76737,            0.020566,            0.004015,           0.0020723,           0.0055945,           0.0055945,           0.0055945
                 269,            0.018924,           0.0083163,           0.0021273,                   1,             0.97619,               0.995,             0.76732,            0.020247,           0.0040364,           0.0015822,            0.005578,            0.005578,            0.005578
                 270,            0.020843,           0.0084045,            0.002666,             0.99652,             0.98898,               0.995,              0.7402,            0.020206,           0.0039957,           0.0018613,           0.0055615,           0.0055615,           0.0055615
                 271,            0.021069,           0.0074684,           0.0020099,               0.994,             0.98094,               0.995,             0.79232,            0.018174,           0.0039032,           0.0025531,            0.005545,            0.005545,            0.005545
                 272,            0.018941,           0.0071122,           0.0020933,             0.99396,             0.98047,               0.995,             0.78335,            0.019326,           0.0039713,           0.0024501,           0.0055285,           0.0055285,           0.0055285
                 273,            0.020078,           0.0081783,           0.0022311,             0.99468,             0.98056,               0.995,             0.76268,            0.019384,           0.0038891,           0.0028353,            0.005512,            0.005512,            0.005512
                 274,            0.020659,            0.007683,           0.0026454,             0.99396,             0.92256,             0.95413,              0.7787,            0.019033,           0.0038428,           0.0034121,           0.0054955,           0.0054955,           0.0054955
                 275,            0.020098,           0.0069326,           0.0017754,             0.99203,             0.92129,             0.96707,             0.75822,            0.018866,           0.0037744,           0.0037415,            0.005479,            0.005479,            0.005479
                 276,            0.019431,           0.0071866,           0.0029659,             0.95555,             0.98432,             0.99125,             0.78136,             0.01834,           0.0037842,            0.005431,           0.0054625,           0.0054625,           0.0054625
                 277,            0.016938,           0.0075294,           0.0018315,              0.9394,             0.96117,             0.98688,             0.76746,            0.019356,           0.0038407,            0.007028,            0.005446,            0.005446,            0.005446
                 278,            0.018474,           0.0076857,           0.0035123,             0.94361,             0.96055,             0.98688,             0.75384,            0.018829,           0.0037766,           0.0061063,           0.0054295,           0.0054295,           0.0054295
                 279,            0.018807,           0.0071669,           0.0028442,             0.99563,             0.89274,             0.98688,             0.83083,            0.017196,            0.003844,           0.0081988,            0.005413,            0.005413,            0.005413
                 280,            0.020697,           0.0081763,           0.0028744,             0.99154,             0.94091,             0.99267,             0.77049,            0.019605,           0.0039854,           0.0068193,           0.0053965,           0.0053965,           0.0053965
                 281,            0.020053,           0.0076996,           0.0025543,             0.99391,             0.96272,             0.99267,             0.77942,            0.017183,           0.0038104,            0.003748,             0.00538,             0.00538,             0.00538
                 282,            0.020515,           0.0075861,           0.0040254,             0.99197,              0.9588,             0.99267,             0.79765,            0.017552,           0.0037792,           0.0041909,           0.0053635,           0.0053635,           0.0053635
                 283,            0.019737,            0.007998,           0.0026714,             0.99468,             0.96428,             0.99267,             0.78811,              0.0177,           0.0038004,           0.0041686,            0.005347,            0.005347,            0.005347
                 284,            0.020722,           0.0081406,           0.0027168,             0.99724,             0.96429,             0.99267,             0.78649,            0.019555,           0.0038705,           0.0038041,           0.0053305,           0.0053305,           0.0053305
                 285,            0.019228,           0.0077035,            0.002377,             0.99277,             0.95871,             0.99267,             0.74266,            0.020075,           0.0039036,           0.0029284,            0.005314,            0.005314,            0.005314
                 286,            0.017491,           0.0078071,           0.0024933,             0.97518,             0.99262,               0.995,             0.78989,            0.017974,           0.0038431,            0.002874,           0.0052975,           0.0052975,           0.0052975
                 287,            0.017685,           0.0078055,           0.0023182,             0.96765,             0.99335,               0.995,             0.71237,            0.020657,           0.0039411,           0.0032313,            0.005281,            0.005281,            0.005281
                 288,            0.019981,           0.0076033,           0.0023514,              0.9917,             0.97541,               0.995,             0.75579,            0.019294,           0.0037427,           0.0017732,           0.0052645,           0.0052645,           0.0052645
                 289,            0.018951,           0.0076087,           0.0018294,              0.9939,             0.98238,               0.995,             0.76288,            0.019844,           0.0038588,           0.0018863,            0.005248,            0.005248,            0.005248
                 290,            0.019532,           0.0076076,           0.0025352,             0.95818,             0.99543,              0.9875,             0.79247,            0.017902,           0.0038586,           0.0044166,           0.0052315,           0.0052315,           0.0052315
                 291,            0.020507,           0.0074961,           0.0025483,             0.89737,                   1,             0.98399,             0.77975,            0.018475,           0.0039647,            0.006855,            0.005215,            0.005215,            0.005215
                 292,            0.020511,           0.0076006,           0.0019985,             0.99069,             0.89868,              0.9837,             0.76318,            0.019389,            0.004086,           0.0053696,           0.0051985,           0.0051985,           0.0051985
                 293,            0.019552,           0.0080274,           0.0027475,             0.94323,             0.96429,             0.98688,              0.7607,            0.019156,           0.0040133,           0.0036561,            0.005182,            0.005182,            0.005182
                 294,            0.018952,           0.0075533,           0.0021291,             0.99482,             0.94063,               0.995,             0.77099,            0.019564,           0.0039752,           0.0045372,           0.0051655,           0.0051655,           0.0051655
                 295,            0.018012,             0.00724,           0.0027326,             0.99395,             0.93552,               0.995,             0.78083,            0.019251,           0.0038812,           0.0057704,            0.005149,            0.005149,            0.005149
                 296,            0.018022,            0.007704,           0.0024025,             0.99343,             0.96429,             0.99267,             0.78244,            0.019386,           0.0038357,           0.0028516,           0.0051325,           0.0051325,           0.0051325
                 297,            0.017254,           0.0069041,           0.0025057,             0.99424,             0.96429,             0.99267,             0.77117,            0.019521,           0.0037661,           0.0031556,            0.005116,            0.005116,            0.005116
                 298,            0.018305,           0.0073535,           0.0018688,             0.99581,             0.96396,             0.99267,             0.77202,            0.018754,           0.0037656,            0.004671,           0.0050995,           0.0050995,           0.0050995
                 299,             0.01819,           0.0079133,           0.0028237,             0.94579,             0.96429,             0.98688,             0.77397,            0.019457,           0.0038602,            0.006181,            0.005083,            0.005083,            0.005083
                 300,            0.018388,           0.0070805,           0.0021442,             0.94888,             0.96429,             0.98507,             0.77939,            0.019577,           0.0038729,            0.005801,           0.0050665,           0.0050665,           0.0050665
                 301,             0.02057,           0.0074267,             0.00243,             0.99467,              0.9161,             0.98688,             0.79214,            0.018874,           0.0039282,           0.0040338,             0.00505,             0.00505,             0.00505
                 302,            0.019415,           0.0077363,           0.0027486,             0.99343,             0.91883,             0.98507,             0.76428,            0.018705,           0.0040352,           0.0027286,           0.0050335,           0.0050335,           0.0050335
                 303,            0.018236,           0.0069554,           0.0020379,             0.99806,             0.98616,               0.995,             0.80437,             0.01852,           0.0039895,           0.0027739,            0.005017,            0.005017,            0.005017
                 304,            0.018347,           0.0071902,           0.0023194,             0.94877,             0.97759,             0.99125,              0.8102,            0.018422,           0.0040064,           0.0046303,           0.0050005,           0.0050005,           0.0050005
                 305,            0.018495,           0.0067906,            0.002128,             0.99068,             0.95802,             0.99267,              0.7934,            0.018611,           0.0039876,           0.0036575,            0.004984,            0.004984,            0.004984
                 306,             0.01807,           0.0076093,           0.0028913,             0.99594,             0.98459,               0.995,             0.81074,            0.017332,           0.0039616,           0.0022266,           0.0049675,           0.0049675,           0.0049675
                 307,            0.018265,           0.0075216,           0.0024065,                   1,             0.99252,               0.995,             0.82562,            0.018047,           0.0039136,           0.0027066,            0.004951,            0.004951,            0.004951
                 308,            0.018592,           0.0069252,           0.0018858,             0.94833,             0.99218,             0.99125,             0.82677,            0.018023,           0.0038893,           0.0044673,           0.0049345,           0.0049345,           0.0049345
                 309,            0.020362,            0.007495,           0.0025139,             0.95955,             0.94654,             0.97912,             0.83542,            0.018282,           0.0038388,           0.0032276,            0.004918,            0.004918,            0.004918
                 310,            0.018591,           0.0077679,           0.0026177,              0.9654,             0.94723,             0.97605,              0.7914,            0.019196,            0.003866,           0.0028153,           0.0049015,           0.0049015,           0.0049015
                 311,             0.01922,           0.0078217,           0.0023664,             0.95478,             0.99321,             0.99125,             0.79002,             0.01887,           0.0038285,           0.0043869,            0.004885,            0.004885,            0.004885
                 312,            0.018631,           0.0074794,           0.0019479,             0.95221,             0.97102,             0.99125,             0.75292,            0.020661,           0.0039072,           0.0048246,           0.0048685,           0.0048685,           0.0048685
                 313,            0.016922,           0.0071001,           0.0017531,             0.99348,             0.96392,               0.995,             0.78717,            0.019499,           0.0038257,             0.00408,            0.004852,            0.004852,            0.004852
                 314,            0.017791,           0.0076407,           0.0017587,                   1,             0.96431,               0.995,             0.75446,            0.020521,           0.0038819,           0.0039694,           0.0048355,           0.0048355,           0.0048355
                 315,            0.017056,           0.0073639,           0.0018024,             0.99535,              0.9846,               0.995,             0.80724,            0.017845,           0.0038242,           0.0010393,            0.004819,            0.004819,            0.004819
